x_0    y_0
0 4726.330273
5 5179.218551
10 5203.024209
15 4933.975581
20 4748.861822
25 4474.140448
30 4717.824244
35 4441.821060
40 3982.031500
45 4319.702522
50 4042.386122
55 3584.802793
60 4185.131502
65 4061.256523
70 4013.800467
75 3495.429584
80 3382.840357
85 3627.291761
90 3483.085369
95 3347.486390
