x_0    y_0
0 1945.144139
5 1944.813334
10 1972.355670
15 1983.914603
20 1972.551924
25 2000.461121
30 1980.001024
35 2005.488689
40 2009.572875
45 2009.716695
50 2000.683157
55 2010.655726
60 1997.684084
65 2004.941661
70 2004.402119
75 1962.306877
80 1947.973861
85 1898.874021
90 1843.384965
95 1777.915079
