x_0    y_0
0 2889.400922
5 3229.561877
10 3176.271538
15 3169.664307
20 3122.201675
25 3087.927928
30 3115.366573
35 3082.886842
40 3078.789682
45 3028.202839
50 3001.615844
55 3013.602329
60 2967.193644
65 2962.571795
70 2924.144131
75 2909.613678
80 2864.310283
85 2814.558824
90 2746.843558
95 2663.688507
