x_0    y_0
0 4147.016703
5 4037.664800
10 3921.040025
15 3817.472337
20 3719.529824
25 3624.886195
30 3540.007996
35 3465.745290
40 3392.019392
45 3320.848654
50 3255.809601
55 3194.434216
60 3132.241869
65 3078.552477
70 3024.828596
75 2967.184870
80 2913.349468
85 2854.675111
90 2778.648096
95 2657.264276
