x_0    y_0
0 4158.666637
5 4095.540790
10 3981.360116
15 3882.785748
20 3774.465439
25 3679.566487
30 3592.442245
35 3519.391219
40 3442.758768
45 3376.148723
50 3309.609422
55 3245.371267
60 3182.099939
65 3121.623686
70 3069.759984
75 3011.740908
80 2960.411324
85 2901.582905
90 2817.435966
95 2705.107542
