x_0    y_0
0 2143.070070
5 2401.034480
10 2392.016833
15 2390.578140
20 2376.964479
25 2361.445935
30 2370.895224
35 2370.361034
40 2347.001043
45 2350.529809
50 2362.354209
55 2344.299778
60 2366.744403
65 2322.616959
70 2343.880906
75 2334.496552
80 2309.707351
85 2277.148584
90 2156.616415
95 1877.630972
