x_0    y_0
0 4147.383220
5 4020.002419
10 3905.305369
15 3798.711810
20 3705.515826
25 3615.876903
30 3529.893915
35 3452.980578
40 3378.682245
45 3311.351887
50 3245.570952
55 3180.287150
60 3123.805654
65 3065.201941
70 3010.134653
75 2957.401683
80 2903.495534
85 2842.604476
90 2767.360061
95 2643.153425
