x_0    y_0
0 1956.279649
5 1966.476308
10 1977.546896
15 1996.630729
20 1996.429558
25 1985.491353
30 2005.112921
35 2009.319037
40 1983.614280
45 2004.718855
50 2013.583061
55 2019.655980
60 2008.642291
65 2005.155016
70 2002.623610
75 1993.844979
80 1969.740234
85 1904.512848
90 1849.215715
95 1779.168230
