x_0    y_0
0 1987.527415
5 2006.803249
10 2025.834599
15 2026.238621
20 2035.053715
25 2036.610706
30 2040.961419
35 2044.281737
40 2042.331824
45 2036.749943
50 2046.680430
55 2043.389325
60 2053.395070
65 2048.617924
70 2045.295655
75 2024.356384
80 1987.886547
85 1945.431662
90 1863.959592
95 1811.121908
