x_0    y_0
0 5160.978421
5 5391.167577
10 5242.426635
15 5110.604487
20 4966.576507
25 4811.632442
30 4689.954096
35 4577.168063
40 4464.646069
45 4366.429237
50 4251.471098
55 4140.839582
60 4067.937030
65 3951.510854
70 3919.617343
75 3782.199505
80 3718.628677
85 3669.215894
90 3466.710458
95 3382.356436
