x_0    y_0
0 5246.233792
5 5101.808224
10 4945.540976
15 4789.158828
20 4637.455537
25 4490.564509
30 4349.989202
35 4210.391034
40 4079.572349
45 3948.460644
50 3822.488939
55 3700.956414
60 3583.782442
65 3471.631587
70 3360.118586
75 3253.031519
80 3155.016774
85 3056.265160
90 2962.213935
95 2871.683672
