x_0    y_0
0 4786.386221
5 5544.981083
10 5358.177695
15 5192.433056
20 5045.835094
25 4880.667012
30 4742.435941
35 4608.592124
40 4453.167761
45 4280.074385
50 4184.300167
55 4048.478806
60 3931.183621
65 3812.164548
70 3689.498082
75 3580.023697
80 3475.884381
85 3355.930651
90 3264.146693
95 3173.245426
