x_0    y_0
0 1013.697166
5 1186.508409
10 1164.734494
15 1226.454818
20 1307.336951
25 1324.696136
30 1276.454382
35 1282.948033
40 1327.662268
45 1320.315451
50 1332.083016
55 1282.097649
60 1327.016712
65 1263.862721
70 1294.922459
75 1303.581711
80 1333.215110
85 1282.873682
90 1311.381423
95 1300.569243
