x_0    y_0
0 5154.405163
5 5186.934832
10 5025.308064
15 4859.413837
20 4716.049501
25 4565.438015
30 4422.393243
35 4279.676454
40 4146.461421
45 4012.392120
50 3887.863564
55 3762.021670
60 3648.208011
65 3530.113157
70 3422.591705
75 3312.804745
80 3210.365879
85 3112.544296
90 3018.389885
95 2924.541921
