x_0    y_0
0 5489.158286
5 6521.621002
10 6297.341720
15 7169.605585
20 6235.649452
25 7343.764975
30 7213.215062
35 6923.443147
40 6817.307692
45 6699.024882
50 6641.188040
55 6478.149184
60 6391.690728
65 6298.735378
70 6275.917467
75 6150.751752
80 6104.764823
85 5832.059951
90 5958.339564
95 5879.216219
