x_0    y_0
0 5248.022271
5 5089.844812
10 4929.146142
15 4772.886900
20 4621.011036
25 4474.163563
30 4331.851035
35 4194.786165
40 4061.658279
45 3931.343199
50 3807.705191
55 3685.792930
60 3569.973340
65 3455.729074
70 3345.550925
75 3242.141903
80 3140.272833
85 3043.078219
90 2949.572250
95 2859.229105
