x_0    y_0
0 196.894135
5 1620.995399
10 1617.186168
15 1622.625873
20 1625.787222
25 1617.182887
30 1612.050167
35 1619.154335
40 1620.698702
45 1623.604410
50 1620.876707
55 1619.269485
60 1617.297756
65 1618.598558
70 1619.687451
75 1622.956328
80 1617.369968
85 1613.303345
90 1617.668731
95 1621.008588
