x_0    y_0
0 2739.635044
5 3253.355759
10 3205.718607
15 3548.156723
20 3144.347469
25 3140.827973
30 3075.233465
35 3044.918233
40 3234.132009
45 3318.823921
50 3167.795586
55 3191.647176
60 3165.530610
65 2876.786900
70 3060.588371
75 3121.586262
80 2718.773455
85 2981.532752
90 2610.100878
95 2828.350369
