x_0    y_0
0 2019.305005
5 2034.764297
10 2053.079564
15 2050.522505
20 2051.430402
25 2052.912841
30 2053.386947
35 2059.599138
40 2057.581952
45 2059.131095
50 2057.846160
55 2050.985261
60 2045.694759
65 2039.929865
70 2027.849991
75 2012.768853
80 1988.820562
85 1945.689080
90 1856.095435
95 1797.379378
