x_0    y_0
0 5042.469992
5 5247.155574
10 5092.674604
15 4987.651617
20 4859.250000
25 4723.170840
30 4602.386329
35 4502.483121
40 4376.716956
45 4276.521758
50 4168.433771
55 4048.510989
60 3972.766021
65 3900.375885
70 3820.439804
75 3700.325960
80 3640.985224
85 3576.280998
90 3445.040052
95 3292.909384
