x_0    y_0
0 4122.636856
5 4015.581194
10 3897.810098
15 3797.227041
20 3667.865419
25 3604.894760
30 3518.240720
35 3458.400656
40 3383.138823
45 3313.397667
50 3238.118868
55 3170.445179
60 3113.782498
65 3060.556156
70 3007.477249
75 2952.503710
80 2909.347374
85 2841.418099
90 2779.823012
95 2665.727684
