x_0    y_0
0 2118.467309
5 2199.655182
10 2205.958328
15 2202.757912
20 2215.305743
25 2191.539188
30 2170.349140
35 2185.857523
40 2176.099281
45 2182.524955
50 2155.643663
55 2165.207508
60 2138.127356
65 2132.693236
70 2111.573185
75 2063.964912
80 2035.262909
85 1984.939554
90 1914.590424
95 1830.812165
