x_0    y_0
0 2048.045946
5 2051.658389
10 2065.407041
15 2073.595013
20 2077.747673
25 2079.472694
30 2066.858056
35 2074.003637
40 2079.203286
45 2080.473454
50 2064.129467
55 2064.026387
60 2061.031632
65 2052.091107
70 2039.500445
75 2018.822092
80 1999.710802
85 1948.042460
90 1868.569799
95 1805.872531
