x_0    y_0
0 4124.660904
5 3999.528199
10 3884.650687
15 3779.399996
20 3684.265392
25 3597.836666
30 3522.785466
35 3443.669145
40 3373.847306
45 3301.005057
50 3227.427849
55 3159.961967
60 3103.124749
65 3048.475087
70 2997.106170
75 2945.889541
80 2894.685485
85 2837.399593
90 2769.003199
95 2654.247631
