x_0    y_0
0 4124.704978
5 4067.747492
10 3943.929304
15 3855.281407
20 3746.511964
25 3655.410994
30 3571.090006
35 3501.602824
40 3415.296224
45 3346.423665
50 3283.319008
55 3230.363484
60 3176.170879
65 3102.707996
70 3059.688807
75 3007.375103
80 2952.718741
85 2887.969117
90 2818.362003
95 2704.012985
