x_0    y_0
0 2250.506204
5 2484.614533
10 2479.325286
15 2475.113150
20 2459.404451
25 2437.418853
30 2420.120199
35 2414.035415
40 2400.408895
45 2402.909570
50 2398.900516
55 2388.772361
60 2391.927088
65 2382.464655
70 2355.396395
75 2343.310584
80 2318.861022
85 2303.550059
90 2227.504979
95 2093.037503
