x_0    y_0
0 4899.997541
5 5777.768111
10 5432.431695
15 5360.229229
20 5069.698203
25 4985.835481
30 4707.679584
35 4578.398253
40 4832.136794
45 4234.230213
50 4100.037043
55 4314.837676
60 4262.950679
65 3774.134273
70 3643.944105
75 3878.238695
80 3817.744563
85 3718.415797
90 3336.442651
95 3453.680269
